date,state,cases,deaths
07-07-2020,New York,402928,31934
08-07-2020,New York,403619,31945
09-07-2020,New York,404207,31979
10-07-2020,New York,404997,32004
11-07-2020,New York,405724,32019
12-07-2020,New York,406403,32029
13-07-2020,New York,406962,32075
14-07-2020,New York,407875,32092
15-07-2020,New York,408709,32115
16-07-2020,New York,409476,32133
17-07-2020,New York,410254,32147
18-07-2020,New York,411006,32167
19-07-2020,New York,411515,32187
20-07-2020,New York,412034,32203
21-07-2020,New York,412889,32218
22-07-2020,New York,413595,32228
23-07-2020,New York,414405,32270
24-07-2020,New York,415163,32278
25-07-2020,New York,415911,32295
26-07-2020,New York,416443,32305
27-07-2020,New York,417056,32322
28-07-2020,New York,417591,32333
29-07-2020,New York,418302,32342
30-07-2020,New York,419081,32362
31-07-2020,New York,419723,32372
01-08-2020,New York,420477,32390
02-08-2020,New York,421008,32401
03-08-2020,New York,421550,32413
04-08-2020,New York,422296,32422
05-08-2020,New York,422935,32431
06-08-2020,New York,423629,32329
07-08-2020,New York,424349,32336
08-08-2020,New York,425055,32345
09-08-2020,New York,425568,32354
10-08-2020,New York,426046,32361
11-08-2020,New York,426713,32372
12-08-2020,New York,427419,32384
13-08-2020,New York,428155,32399
14-08-2020,New York,428879,32407
15-08-2020,New York,429617,32414
16-08-2020,New York,430226,32424
17-08-2020,New York,430636,32435
18-08-2020,New York,431298,32446
19-08-2020,New York,431924,32451
20-08-2020,New York,432523,32451
21-08-2020,New York,433230,32456
22-08-2020,New York,433881,32464
23-08-2020,New York,434462,32482
24-08-2020,New York,434866,32489
25-08-2020,New York,435495,32495
26-08-2020,New York,436063,32499
27-08-2020,New York,436852,32507
28-08-2020,New York,437487,32515
29-08-2020,New York,438122,32522
30-08-2020,New York,438831,32534
31-08-2020,New York,439480,32541
01-09-2020,New York,440237,32551
02-09-2020,New York,440947,32559
03-09-2020,New York,441835,32567
04-09-2020,New York,442698,32573
05-09-2020,New York,443497,32579
06-09-2020,New York,444226,32585
07-09-2020,New York,444751,32600
08-09-2020,New York,445308,32612
09-09-2020,New York,445881,32611
10-09-2020,New York,446637,32618
11-09-2020,New York,447498,32619
12-09-2020,New York,448347,32625
13-09-2020,New York,449072,32629
14-09-2020,New York,449658,32639
15-09-2020,New York,450425,32655
16-09-2020,New York,451078,32662
17-09-2020,New York,451971,32669
18-09-2020,New York,452764,32682
19-09-2020,New York,453747,32679
20-09-2020,New York,454612,32686
21-09-2020,New York,455187,32691
22-09-2020,New York,455938,32690
23-09-2020,New York,456604,32691
24-09-2020,New York,457557,32696
25-09-2020,New York,458466,32708
26-09-2020,New York,459472,32713
27-09-2020,New York,460340,32722
28-09-2020,New York,461176,32737
29-09-2020,New York,462364,32743
30-09-2020,New York,463369,32757
01-10-2020,New York,464752,32768
02-10-2020,New York,466353,32789
03-10-2020,New York,468081,32794
04-10-2020,New York,469307,32813
05-10-2020,New York,470244,32827
06-10-2020,New York,471638,32836
07-10-2020,New York,472994,32850
08-10-2020,New York,474829,32859
09-10-2020,New York,476422,32867
10-10-2020,New York,477870,32875
11-10-2020,New York,479013,32879
12-10-2020,New York,480045,32896
13-10-2020,New York,481436,32905
14-10-2020,New York,482671,32916
15-10-2020,New York,484135,32935
16-10-2020,New York,485838,32944
17-10-2020,New York,487626,32959
18-10-2020,New York,489016,32972
19-10-2020,New York,490015,32990
20-10-2020,New York,491216,32998
21-10-2020,New York,493245,33005
22-10-2020,New York,494874,33022
23-10-2020,New York,496510,33038
24-10-2020,New York,498568,33049
25-10-2020,New York,500201,33059
26-10-2020,New York,501393,33073
27-10-2020,New York,503387,33092
28-10-2020,New York,505416,33107
29-10-2020,New York,507913,33128
30-10-2020,New York,510171,33143
31-10-2020,New York,512223,33152
01-11-2020,New York,514482,33174
02-11-2020,New York,516114,33187
03-11-2020,New York,518431,33198
04-11-2020,New York,520557,33222
05-11-2020,New York,523559,33247
06-11-2020,New York,526767,33267
07-11-2020,New York,530354,33287
08-11-2020,New York,533784,33314
09-11-2020,New York,536933,33343
10-11-2020,New York,540897,33373
11-11-2020,New York,545718,33398
12-11-2020,New York,550516,33424
13-11-2020,New York,555917,33452
14-11-2020,New York,561308,33477
15-11-2020,New York,564952,33508
16-11-2020,New York,568450,33540
17-11-2020,New York,573544,33576
18-11-2020,New York,578826,33607
19-11-2020,New York,584128,33648
20-11-2020,New York,589605,33696
21-11-2020,New York,595581,33737
22-11-2020,New York,600967,33767
23-11-2020,New York,606878,33804
24-11-2020,New York,611756,33847
25-11-2020,New York,618023,33890
26-11-2020,New York,624961,33959
27-11-2020,New York,633140,34004
28-11-2020,New York,639200,34049
29-11-2020,New York,645932,34101
30-11-2020,New York,652748,34150
01-12-2020,New York,660041,34222
02-12-2020,New York,669016,34286
03-12-2020,New York,678869,34346
04-12-2020,New York,690143,34409
05-12-2020,New York,700902,34488
06-12-2020,New York,710612,34552
07-12-2020,New York,718991,34637
08-12-2020,New York,728010,34723
09-12-2020,New York,738947,34799
10-12-2020,New York,749204,34884
11-12-2020,New York,759765,34983
12-12-2020,New York,770804,35074
13-12-2020,New York,780831,35198
14-12-2020,New York,789815,35288
15-12-2020,New York,799551,35425
16-12-2020,New York,808929,35522
17-12-2020,New York,819427,35647
18-12-2020,New York,832033,35775
19-12-2020,New York,841946,35897
20-12-2020,New York,851400,36017
21-12-2020,New York,860856,36147
22-12-2020,New York,871155,36300
23-12-2020,New York,882895,36454
24-12-2020,New York,896242,36604
25-12-2020,New York,909123,36739
26-12-2020,New York,920171,36870
27-12-2020,New York,928376,37000
28-12-2020,New York,938710,37118
29-12-2020,New York,950730,37256
30-12-2020,New York,963647,37412
31-12-2020,New York,979040,37557
01-01-2021,New York,996073,37733
02-01-2021,New York,1011922,37854
03-01-2021,New York,1024154,38001
04-01-2021,New York,1035396,38167
05-01-2021,New York,1048538,38315
06-01-2021,New York,1064554,38486
07-01-2021,New York,1082142,38683
08-01-2021,New York,1101702,38846
09-01-2021,New York,1119541,39041
10-01-2021,New York,1135849,39208
11-01-2021,New York,1150028,39404
12-01-2021,New York,1164819,39588
13-01-2021,New York,1179523,39760
14-01-2021,New York,1193710,39997
15-01-2021,New York,1213179,40203
16-01-2021,New York,1229124,40376
17-01-2021,New York,1242818,40570
18-01-2021,New York,1256228,40753
19-01-2021,New York,1268949,40933
20-01-2021,New York,1280068,41148
21-01-2021,New York,1293976,41348
22-01-2021,New York,1309660,41530
23-01-2021,New York,1323569,41694
24-01-2021,New York,1335952,41889
25-01-2021,New York,1347924,42090
26-01-2021,New York,1358964,42273
27-01-2021,New York,1369329,42434
28-01-2021,New York,1383112,42639
29-01-2021,New York,1396063,42825
30-01-2021,New York,1408955,42996
31-01-2021,New York,1420164,43178
01-02-2021,New York,1429096,43354
02-02-2021,New York,1437045,43524
03-02-2021,New York,1444199,43687
04-02-2021,New York,1451169,43842
05-02-2021,New York,1459066,44012
06-02-2021,New York,1470558,44210
07-02-2021,New York,1480481,44387
08-02-2021,New York,1489453,44512
09-02-2021,New York,1497732,44683
10-02-2021,New York,1504316,44851
11-02-2021,New York,1514327,44992
12-02-2021,New York,1523042,45138
13-02-2021,New York,1531797,45295
14-02-2021,New York,1540127,45431
15-02-2021,New York,1546665,45552
16-02-2021,New York,1553374,45683
17-02-2021,New York,1559299,45807
18-02-2021,New York,1568881,45957
19-02-2021,New York,1577454,46119
20-02-2021,New York,1585692,46233
21-02-2021,New York,1591929,46346
22-02-2021,New York,1598226,46454
23-02-2021,New York,1605149,46562
24-02-2021,New York,1611288,46680
25-02-2021,New York,1620181,46790
26-02-2021,New York,1628255,46914
27-02-2021,New York,1636297,47025
28-02-2021,New York,1644124,47143
01-03-2021,New York,1650560,47247
02-03-2021,New York,1656941,47345
03-03-2021,New York,1663505,47464
04-03-2021,New York,1670973,47565
05-03-2021,New York,1679124,47672
06-03-2021,New York,1687250,47767
07-03-2021,New York,1694908,47857
08-03-2021,New York,1700348,47921
09-03-2021,New York,1707181,48000
10-03-2021,New York,1713287,48092
11-03-2021,New York,1720456,48208
12-03-2021,New York,1728900,48277
13-03-2021,New York,1734933,48370
14-03-2021,New York,1741620,48475
15-03-2021,New York,1748739,48537
16-03-2021,New York,1755450,48624
17-03-2021,New York,1762032,48686
18-03-2021,New York,1767547,48773
19-03-2021,New York,1772624,48848
20-03-2021,New York,1779291,48916
21-03-2021,New York,1783026,48942
22-03-2021,New York,1787934,48959
23-03-2021,New York,1794735,48977
24-03-2021,New York,1814919,49231
25-03-2021,New York,1823602,49305
26-03-2021,New York,1831605,49363
27-03-2021,New York,1840338,49446
28-03-2021,New York,1849190,49537
29-03-2021,New York,1858162,49648
30-03-2021,New York,1863912,49696
31-03-2021,New York,1871595,49790
01-04-2021,New York,1880768,49872
02-04-2021,New York,1888823,49946
03-04-2021,New York,1896534,50042
04-04-2021,New York,1904141,50124
05-04-2021,New York,1910858,50195
06-04-2021,New York,1916964,50239
07-04-2021,New York,1923414,50332
08-04-2021,New York,1932145,50388
09-04-2021,New York,1940703,50465
10-04-2021,New York,1948232,50527
11-04-2021,New York,1954809,50610
12-04-2021,New York,1960567,50693
13-04-2021,New York,1965610,50745
14-04-2021,New York,1971610,50839
15-04-2021,New York,1978594,50912
16-04-2021,New York,1984884,50965
17-04-2021,New York,1991271,51034
18-04-2021,New York,1996876,51077
19-04-2021,New York,2002053,51122
20-04-2021,New York,2006712,51183
21-04-2021,New York,2010967,51228
22-04-2021,New York,2016244,51299
23-04-2021,New York,2021094,51361
24-04-2021,New York,2025257,51419
25-04-2021,New York,2029307,51471
26-04-2021,New York,2032325,51511
27-04-2021,New York,2035668,51587
28-04-2021,New York,2038668,51608
29-04-2021,New York,2042530,51677
30-04-2021,New York,2046322,51728
01-05-2021,New York,2050174,51791
02-05-2021,New York,2053027,51830
03-05-2021,New York,2055467,51889
04-05-2021,New York,2057701,51949
05-05-2021,New York,2060075,52005
06-05-2021,New York,2062707,52038
07-05-2021,New York,2065172,52077
08-05-2021,New York,2068200,52118
09-05-2021,New York,2070603,52155
10-05-2021,New York,2072264,52192
11-05-2021,New York,2073713,52234
12-05-2021,New York,2075757,52291
13-05-2021,New York,2077961,52332
14-05-2021,New York,2080000,52366
15-05-2021,New York,2081761,52377
16-05-2021,New York,2083649,52417
17-05-2021,New York,2085028,52449
18-05-2021,New York,2086577,52480
19-05-2021,New York,2087900,52505
20-05-2021,New York,2089547,52531
21-05-2021,New York,2091142,52555
22-05-2021,New York,2092455,52572
23-05-2021,New York,2093529,52591
24-05-2021,New York,2094493,52621
25-05-2021,New York,2095438,52638
26-05-2021,New York,2096320,52664
27-05-2021,New York,2097465,52685
28-05-2021,New York,2098395,52710
29-05-2021,New York,2099261,52724
30-05-2021,New York,2100109,52740
31-05-2021,New York,2100633,52758
01-06-2021,New York,2101111,52784
02-06-2021,New York,2101514,52793
03-06-2021,New York,2102003,52811
04-06-2021,New York,2102760,52840
05-06-2021,New York,2103612,52852
06-06-2021,New York,2104103,52885
07-06-2021,New York,2104622,52895
08-06-2021,New York,2105081,52906
09-06-2021,New York,2105507,52914
10-06-2021,New York,2106056,52927
11-06-2021,New York,2106742,52942
12-06-2021,New York,2107172,52958
13-06-2021,New York,2107535,52968
14-06-2021,New York,2107912,52977
15-06-2021,New York,2108249,52993
16-06-2021,New York,2108535,52995
17-06-2021,New York,2108978,53009
18-06-2021,New York,2109393,53017
19-06-2021,New York,2109782,53024
20-06-2021,New York,2110069,53026
21-06-2021,New York,2110346,53034
22-06-2021,New York,2110612,53048
23-06-2021,New York,2110862,53056
24-06-2021,New York,2111245,53052
25-06-2021,New York,2111588,53060
26-06-2021,New York,2111933,53066
27-06-2021,New York,2112307,53081
28-06-2021,New York,2112628,53089
29-06-2021,New York,2112872,53093
30-06-2021,New York,2113147,53095
01-07-2021,New York,2113544,53107
02-07-2021,New York,2114018,53109
03-07-2021,New York,2114297,53109
04-07-2021,New York,2114609,53118
05-07-2021,New York,2114985,53122
06-07-2021,New York,2115292,53127
07-07-2021,New York,2115633,53134
08-07-2021,New York,2116270,53138
09-07-2021,New York,2117024,53142
10-07-2021,New York,2117754,53149
11-07-2021,New York,2118565,53151
12-07-2021,New York,2119207,53153
13-07-2021,New York,2119875,53159
14-07-2021,New York,2120600,53170
15-07-2021,New York,2121529,53175
16-07-2021,New York,2122158,53176
17-07-2021,New York,2123579,53181
18-07-2021,New York,2124722,53191
19-07-2021,New York,2125663,53195
20-07-2021,New York,2126775,53200
21-07-2021,New York,2127867,53207
22-07-2021,New York,2129478,53214
23-07-2021,New York,2131176,53216
24-07-2021,New York,2133044,53219
25-07-2021,New York,2135076,53228
26-07-2021,New York,2136602,53235
27-07-2021,New York,2138250,53236
28-07-2021,New York,2140050,53248
29-07-2021,New York,2142694,53250
30-07-2021,New York,2145309,53257
31-07-2021,New York,2148445,53266
01-08-2021,New York,2151035,53274
02-08-2021,New York,2153243,53281
03-08-2021,New York,2156305,53294
04-08-2021,New York,2159139,53301
05-08-2021,New York,2162581,53315
06-08-2021,New York,2166341,53318
07-08-2021,New York,2170878,53331
08-08-2021,New York,2174515,53346
09-08-2021,New York,2176196,53352
10-08-2021,New York,2177918,53360
11-08-2021,New York,2185142,53400
12-08-2021,New York,2190012,53429
13-08-2021,New York,2194646,53439
14-08-2021,New York,2199321,53454
15-08-2021,New York,2203359,53476
16-08-2021,New York,2207567,53486
17-08-2021,New York,2211095,53519
18-08-2021,New York,2215603,53532
19-08-2021,New York,2220673,53548
20-08-2021,New York,2224579,53564
21-08-2021,New York,2230754,53601
22-08-2021,New York,2235347,53620
23-08-2021,New York,2239183,53646
24-08-2021,New York,2242677,53662
25-08-2021,New York,2246408,53691
26-08-2021,New York,2251779,53722
27-08-2021,New York,2258143,53745
28-08-2021,New York,2263726,53769
29-08-2021,New York,2266362,53792
30-08-2021,New York,2272334,53823
31-08-2021,New York,2276228,53847
01-09-2021,New York,2280354,53875
02-09-2021,New York,2285643,53925
03-09-2021,New York,2291562,53949
04-09-2021,New York,2294936,53965
05-09-2021,New York,2301437,54007
06-09-2021,New York,2305126,54037
07-09-2021,New York,2308382,54069
08-09-2021,New York,2310837,54088
09-09-2021,New York,2317291,54156
10-09-2021,New York,2323174,54174
11-09-2021,New York,2329234,54211
12-09-2021,New York,2332969,54230
13-09-2021,New York,2338377,54271
14-09-2021,New York,2342490,54317
15-09-2021,New York,2347298,54350
16-09-2021,New York,2354028,54395
17-09-2021,New York,2360066,54424
18-09-2021,New York,2363352,54441
19-09-2021,New York,2371076,54479
20-09-2021,New York,2374833,54502
21-09-2021,New York,2380164,54559
22-09-2021,New York,2384698,54602
23-09-2021,New York,2389735,54641
24-09-2021,New York,2395880,54702
25-09-2021,New York,2399678,54718
26-09-2021,New York,2406466,54769
27-09-2021,New York,2409292,54785
28-09-2021,New York,2414540,54822
29-09-2021,New York,2419556,54886
30-09-2021,New York,2424535,54933
01-10-2021,New York,2430353,54976
02-10-2021,New York,2433689,54993
03-10-2021,New York,2437085,55016
04-10-2021,New York,2443345,55057
05-10-2021,New York,2447269,55090
06-10-2021,New York,2453544,55131
07-10-2021,New York,2459146,55150
08-10-2021,New York,2464979,55203
09-10-2021,New York,2468518,55229
10-10-2021,New York,2470595,55253
11-10-2021,New York,2478477,55304
12-10-2021,New York,2481730,55347
13-10-2021,New York,2486254,55402
14-10-2021,New York,2490768,55447
15-10-2021,New York,2497110,55465
16-10-2021,New York,2501128,55484
17-10-2021,New York,2504277,55514
18-10-2021,New York,2509666,55557
19-10-2021,New York,2512960,55588
20-10-2021,New York,2517737,55625
21-10-2021,New York,2522102,55664
22-10-2021,New York,2525802,55702
23-10-2021,New York,2529266,55732
24-10-2021,New York,2531418,55756
25-10-2021,New York,2536439,55806
26-10-2021,New York,2538935,55840
27-10-2021,New York,2543076,55879
28-10-2021,New York,2546275,55902
29-10-2021,New York,2552009,55942
30-10-2021,New York,2555136,55969
31-10-2021,New York,2557930,55995
01-11-2021,New York,2563625,56044
02-11-2021,New York,2566536,56067
03-11-2021,New York,2570550,56114
04-11-2021,New York,2575181,56144
05-11-2021,New York,2580040,56191
06-11-2021,New York,2583891,56225
07-11-2021,New York,2587606,56245
08-11-2021,New York,2593360,56280
09-11-2021,New York,2597571,56323
10-11-2021,New York,2602610,56360
11-11-2021,New York,2609293,56400
12-11-2021,New York,2615549,56439
13-11-2021,New York,2620644,56454
14-11-2021,New York,2624840,56475
15-11-2021,New York,2631992,56508
16-11-2021,New York,2637053,56551
17-11-2021,New York,2643081,56584
18-11-2021,New York,2651196,56619
19-11-2021,New York,2658788,56663
20-11-2021,New York,2664344,56681
21-11-2021,New York,2673149,56714
22-11-2021,New York,2678465,56741
23-11-2021,New York,2684084,56775
24-11-2021,New York,2691097,56816
25-11-2021,New York,2697859,56840
26-11-2021,New York,2706059,56861
27-11-2021,New York,2709306,56917
28-11-2021,New York,2713812,56944
29-11-2021,New York,2721968,56993
30-11-2021,New York,2728612,57049
01-12-2021,New York,2737932,57107
02-12-2021,New York,2749263,57158
03-12-2021,New York,2760505,57211
04-12-2021,New York,2768147,57241
05-12-2021,New York,2775977,57273
06-12-2021,New York,2787506,57332
07-12-2021,New York,2796043,57396
08-12-2021,New York,2805294,57449
09-12-2021,New York,2816974,57507
10-12-2021,New York,2828288,57572
11-12-2021,New York,2836160,57622
12-12-2021,New York,2843444,57671
13-12-2021,New York,2858513,57724
14-12-2021,New York,2867444,57788
15-12-2021,New York,2879827,57867
16-12-2021,New York,2897347,57911
17-12-2021,New York,2917910,57989
18-12-2021,New York,2928229,58037
19-12-2021,New York,2956489,58097
20-12-2021,New York,2976928,58147
21-12-2021,New York,3003384,58221
22-12-2021,New York,3031844,58292
23-12-2021,New York,3065699,58373
24-12-2021,New York,3098290,58422
25-12-2021,New York,3098290,58422
26-12-2021,New York,3184452,58465
27-12-2021,New York,3214893,58604
28-12-2021,New York,3263729,58650
29-12-2021,New York,3324088,58820
30-12-2021,New York,3395166,58917
31-12-2021,New York,3473970,58993
01-01-2022,New York,3555047,59072
02-01-2022,New York,3617589,59152
03-01-2022,New York,3678042,59240
04-01-2022,New York,3729331,59339
05-01-2022,New York,3804480,59485
06-01-2022,New York,3884858,59631
07-01-2022,New York,3966952,59827
08-01-2022,New York,4057084,59913
09-01-2022,New York,4136861,60083
10-01-2022,New York,4194745,60162
11-01-2022,New York,4244155,60428
12-01-2022,New York,4299066,60638
13-01-2022,New York,4361115,60876
14-01-2022,New York,4408467,61099
15-01-2022,New York,4456337,61193
16-01-2022,New York,4507601,61259
17-01-2022,New York,4534373,61522
18-01-2022,New York,4556685,61859
19-01-2022,New York,4580060,62117
20-01-2022,New York,4610691,62319
21-01-2022,New York,4638987,62543
22-01-2022,New York,4666630,62632
23-01-2022,New York,4686169,62853
24-01-2022,New York,4698835,62960
25-01-2022,New York,4714703,63264
26-01-2022,New York,4730351,63505
27-01-2022,New York,4747515,63697
28-01-2022,New York,4761590,63910
29-01-2022,New York,4774123,64113
30-01-2022,New York,4779854,64176
31-01-2022,New York,4789532,64247
01-02-2022,New York,4796000,64461
02-02-2022,New York,4804328,64646
03-02-2022,New York,4814634,64812
04-02-2022,New York,4822350,64965
05-02-2022,New York,4827018,65013
06-02-2022,New York,4835502,65148
07-02-2022,New York,4839530,65217
08-02-2022,New York,4843719,65402
09-02-2022,New York,4849690,65553
10-02-2022,New York,4857125,65665
11-02-2022,New York,4861945,65785
12-02-2022,New York,4864803,65785
13-02-2022,New York,4870144,65912
14-02-2022,New York,4872741,65943
15-02-2022,New York,4875031,66078
16-02-2022,New York,4878130,66152
17-02-2022,New York,4881848,66224
18-02-2022,New York,4886716,66303
19-02-2022,New York,4888802,66322
20-02-2022,New York,4890443,66349
21-02-2022,New York,4894236,66418
22-02-2022,New York,4895859,66485
23-02-2022,New York,4898058,66544
24-02-2022,New York,4900723,66602
25-02-2022,New York,4903132,66658
26-02-2022,New York,4904574,66681
27-02-2022,New York,4907229,66726
28-02-2022,New York,4908495,66741
01-03-2022,New York,4909771,66791
02-03-2022,New York,4911447,66829
03-03-2022,New York,4913870,66863
04-03-2022,New York,4914637,66895
05-03-2022,New York,4917196,66907
06-03-2022,New York,4920181,66940
07-03-2022,New York,4921272,66955
08-03-2022,New York,4922305,66990
09-03-2022,New York,4923926,66995
10-03-2022,New York,4925680,67003
11-03-2022,New York,4927976,67027
12-03-2022,New York,4928980,67027
13-03-2022,New York,4931658,67067
14-03-2022,New York,4932742,67073
15-03-2022,New York,4935240,67105
16-03-2022,New York,4937364,67145
17-03-2022,New York,4939755,67172
18-03-2022,New York,4941880,67191
19-03-2022,New York,4943481,67194
20-03-2022,New York,4946816,67198
21-03-2022,New York,4948160,67203
22-03-2022,New York,4949516,67218
23-03-2022,New York,4953072,67238
24-03-2022,New York,4956766,67242
25-03-2022,New York,4960146,67254
26-03-2022,New York,4961905,67264
27-03-2022,New York,4966262,67276
28-03-2022,New York,4968589,67285
29-03-2022,New York,4970905,67299
30-03-2022,New York,4973964,67306
31-03-2022,New York,4978875,67313
01-04-2022,New York,4982764,67330
02-04-2022,New York,4985141,67334
03-04-2022,New York,4987149,67341
04-04-2022,New York,4993542,67354
05-04-2022,New York,4996128,67357
06-04-2022,New York,4999644,67369
07-04-2022,New York,5005809,67378
08-04-2022,New York,5011544,67387
09-04-2022,New York,5014807,67394
10-04-2022,New York,5018213,67401
11-04-2022,New York,5027587,67413
12-04-2022,New York,5031095,67427
13-04-2022,New York,5036645,67442
14-04-2022,New York,5044079,67447
15-04-2022,New York,5050965,67459
16-04-2022,New York,5055230,67459
17-04-2022,New York,5058582,67459
18-04-2022,New York,5068947,67470
19-04-2022,New York,5073609,67507
20-04-2022,New York,5080508,67525
21-04-2022,New York,5087631,67547
22-04-2022,New York,5096091,67557
23-04-2022,New York,5100177,67561
24-04-2022,New York,5104382,67572
25-04-2022,New York,5114160,67587
26-04-2022,New York,5118962,67605
27-04-2022,New York,5126231,67625
28-04-2022,New York,5136083,67648
29-04-2022,New York,5144886,67664
30-04-2022,New York,5150193,67684
01-05-2022,New York,5154714,67694
02-05-2022,New York,5166413,67711
03-05-2022,New York,5172487,67727
04-05-2022,New York,5180822,67745
05-05-2022,New York,5191562,67770
06-05-2022,New York,5202698,67786
07-05-2022,New York,5209140,67797
08-05-2022,New York,5215540,67816
09-05-2022,New York,5232634,67837
10-05-2022,New York,5239296,67865
11-05-2022,New York,5248641,67892
12-05-2022,New York,5262629,67913
13-05-2022,New York,5274472,67938
14-05-2022,New York,5280834,67953
15-05-2022,New York,5286182,67971
16-05-2022,New York,5301899,68004
17-05-2022,New York,5309983,68033
18-05-2022,New York,5320730,68055
19-05-2022,New York,5332600,68084
20-05-2022,New York,5343396,68112
21-05-2022,New York,5343396,68112
22-05-2022,New York,5352710,68140
23-05-2022,New York,5369376,68165
24-05-2022,New York,5376056,68206
25-05-2022,New York,5384203,68237
26-05-2022,New York,5394508,68254
27-05-2022,New York,5404333,68292
28-05-2022,New York,5404333,68292
29-05-2022,New York,5404333,68292
30-05-2022,New York,5404333,68292
31-05-2022,New York,5428274,68327
01-06-2022,New York,5433881,68383
02-06-2022,New York,5439906,68413
03-06-2022,New York,5448458,68440
04-06-2022,New York,5451859,68460
05-06-2022,New York,5454480,68470
06-06-2022,New York,5466857,68489
07-06-2022,New York,5471652,68526
08-06-2022,New York,5478718,68556
09-06-2022,New York,5485426,68581
10-06-2022,New York,5488041,68589
11-06-2022,New York,5490444,68597
12-06-2022,New York,5492398,68597
13-06-2022,New York,5506904,68624
14-06-2022,New York,5510697,68680
15-06-2022,New York,5515340,68712
16-06-2022,New York,5521537,68743
17-06-2022,New York,5527191,68759
18-06-2022,New York,5529583,68759
19-06-2022,New York,5531416,68759
20-06-2022,New York,5532863,68759
